487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
487,5
485,8
375,9
293,5
270,2
236,7
218,0
211,0
185,2
166,6
140,0
136,7
117,3
101,5
79,5
56,8
38,9
34,0
9,3
242,9
243,4
243,4
243,4
243,4
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,5
243,8
245,2
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
245,6
233,1
173,8
130,6
91,3
73,3
60,0
30,3
9,0
0,0
