491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,6
491,3
452,9
394,5
365,8
348,8
334,8
319,9
303,3
285,5
265,8
245,0
245,0
212,0
191,9
180,9
167,3
159,6
135,5
127,4
105,0
82,3
60,3
35,0
35,0
13,8
0,0
